Mechanism Code,Type,Code,Type,Name,Description,Standards,Weight,percentageChoice0,percentageChoice2,percentageChoice3,percentageChoice4,percentageChoice5
S.PEP,operational,S.PEP.O4,Boolean,PET deployed ,"Privacy Enhancing Technologies are technologies that enable organisations to share and use individuals' data in a responsible, legal, and secure manner, including by minimising the amount of data used and encrypting or anonymizing personal information.",NIST 7874,1,0,0,100,,
S.RC,design,S.RC.D1,Boolean,Provision for internal audits ,,,1,0,100,100,,
S.RC,design,S.RC.D2,Boolean,Provision for external audit ,,,1,0,0,100,,
S.RC,design,S.RC.D3,Boolean,Provision for certification and accreditation activities ,,,1,0,0,0,,
S.RC,operational,S.RC.O1,Percentage,Percentage of internal audits completed on-time,%,,1,0,,,,
S.RC,operational,S.RC.O2,Percentage,Percentage of external audits completed on-time,%,,1,0,,,,
S.RC,operational,S.RC.O3,Boolean,Is baseline access certification conducted?,,,1,0,,,,
S.RC,operational,S.RC.O8,Boolean,Conformance with ISO27001,"ISO270001: Information security standard created by the International Organization for Standardization (ISO), which provides a framework and guidelines for establishing, implementing and managing an information security management system (ISMS).",ISO270001,1,0,,,,
S.RC,operational,S.RC.O9,Boolean,Conformance with ISO24760 ,"ISO24760: IT Security and Privacy, A framework for identity management",ISO24760,1,0,,,,
S.RC,operational,S.RC.O10,Boolean,Conformance with ISO29115 ,ISO29115: a framework for managing entity authentication assurance in a given context.,ISO29115,1,0,,,,
S.RC,operational,S.RC.O11,Boolean,Conformance with ISO29146 ,"ISO29146: a framework for access management (AM) and the secure management of the process to access information and Information and Communications Technologies (ICT) resources, associated with the accountability of a subject within some context.",ISO29146,1,0,,,,
S.RC,operational,S.RC.O12,Boolean,Conformance with GDPR ,GDPR: The General Data Protection Regulation is a Regulation in EU law on data protection and privacy in the EU and the European Economic Area.,GDPR,1,0,,,,
S.RC,operational,S.RC.O13,Boolean,Conformance with ETSI EN 319411 ,ETSI EN 319411: Requirements for trust service providers issuing EU qualified certificates,ETSI EN 319411,1,0,,,,
S.RC,operational,S.RC.O14,Boolean,Conformance with ETSI EN 319521 ,ETSI EN 319521: Electronic Signatures and Infrastructures (ESI); Policy and security requirements for Registered Electronic Mail Service Providers,ETSI EN 319521,1,0,,,,
S.CP,design,S.CP.D1,Boolean,Provision for an encryption and key (E&K) management policy programme ,Cryptographic methods are properly regulated via policies.,,1,0,100,,,
S.CP,design,S.CP.D2,Boolean,"Provision to record and communicate cryptographic, encryption and key management technology changes ",Every change in encryption and key management should be recorded and comunicated accordingly.,,1,0,100,,,
S.CP,design,S.CP.D3,Boolean,NIST approved cryptographic libraries used ,"Standard cryptographic methods are always preferable above propretary solutions, that may hide vulnerabilities.",NIST 800-57,1,0,0,,,
S.CP,design,S.CP.D4,Boolean,Provision for cryptographic protection to data at-rest and in-transit ,Cryptographic methods are used in both data storage and communication.,,1,0,0,,,
S.CP,operational,S.CP.O1,Boolean,Review and update the E&K management policies annually ,Cryptographic methods are properly regulated via policies.,,1,0,100,100,,
S.CP,operational,S.CP.O4,Boolean,Accept users data encryption keys ,,,1,0,100,100,,
S.CP,operational,S.CP.O5,Percentage,% of audit findings remediated before the next audit,,,1,0,0,0,,
S.CP,operational,S.CP.O6,Percentage,"% of security-critical systems or system elements (e.g., cryptographic components) for which integrity / behavior can be validated ",,,1,0,25,75,,
S.CP,operational,S.CP.O7,Percentage,% of external communications which are encrypted ,,,1,0,25,75,,
S.CP,operational,S.CP.O8,Percentage,% of internal communications which are encrypted,,,1,0,25,75,,
S.CP,operational,S.CP.O9,Percentage,% of transactions in the IDMS are digitally signed ,,,1,0,0,0,,
S.MLP,design,S.MLP.D1,Boolean,Provision for ARA ,Analytic risk assessment (ARA) is a formal and comprehensive record of the significant findings of the risk assessment which are maintained to tackle with  complex security scenarios.,,1,0,0,0,,
S.MLP,design,S.MLP.D2,Boolean,Provision for a policy optimiser ,"The Policy Optimizer module for Security Manager offers automated workflow management for reviewing and recertifying or decertifying existing firewall rules based on compliance, business, or security policies.",,1,0,0,0,,
S.MLP,design,S.MLP.D3,Boolean,Provision for an ISMS ,"An information security management system (ISMS) is the compilation of all interrelated/interacting information security elements of an organisation in order to ensure that policies, procedures, and objectives can be developed, implemented, communicated, ",,1,0,100,100,,
S.MLP,design,S.MLP.D4,Boolean,Provision for IDMS mission ,Clearly stating IDMS mission.,,1,0,100,100,,
S.MLP,design,S.MLP.D5,Boolean,Provision for critical services plan ,Critical services or products are those that must be delivered to meet legal or other obligations of an organization.,,1,0,0,0,,
S.MLP,design,S.MLP.D6,Boolean,Provision for Risk management strategy ,IT and InfoSec communities employ Risk Control Strategies to limit vulnerabilities and manage risks to an acceptable level.,,1,0,0,0,,
S.MLP,design,S.MLP.D7,Boolean,Information system inventory ,A descriptive record of components within an information system.,NIST 800-128,1,0,0,0,,
S.MLP,design,S.MLP.D8,Boolean,Provision for testing training & monitoring ,"This control ensures that organisations provide oversight for the organization-wide security testing, training, and monitoring activities and coordinate these activities.",,1,0,0,0,,
S.MLP,design,S.MLP.D9,Boolean,Asset registration programme in place ,"Assets registration programme aims to support the development of an automated, secure data exchange process for registering assets and collecting and gaining access to data on such assets.",,1,0,100,100,,
S.MLP,design,S.MLP.D10,Boolean,Provision for maturity assessment in software design engineering ,A Process Maturity Assessment evaluates the characteristics of a company's engineering processes to determine their ability to consistently and continuously contribute to the achievement of organisational objectives. ,,1,0,0,100,,
S.MLP,design,S.MLP.D11,Boolean,Provision for a controls’ gap analysis in alignment with the risk assessment  & IR strategy ,"A control gap analysis verifies if there exist issues in controls, i.e. they do not mitigate a risk effectively, or they do not operate efficiently.",,1,0,0,100,,
S.MLP,operational,S.MLP.O1,Boolean,Periodic ARA conducted ,Analytic risk assessment (ARA) is a formal and comprehensive record of the significant findings of the risk assessment which are maintained to tackle with  complex security scenarios.,,1,0,0,0,0,0
S.MLP,operational,S.MLP.O2,Boolean,ISMS deployed ,"An information security management system (ISMS) is the compilation of all interrelated/interacting information security elements of an organisation in order to ensure that policies, procedures, and objectives can be developed, implemented, communicated, ",,1,0,0,0,0,0
S.MLP,operational,S.MLP.O3,Boolean,Information system monitoring ,,,1,0,0,0,0,100
S.MLP,operational,S.MLP.O4,Boolean,Security function verification ,A Process Maturity Assessment evaluates the characteristics of a company's engineering processes to determine their ability to consistently and continuously contribute to the achievement of organisational objectives. ,,1,0,100,100,100,100
S.MLP,operational,S.MLP.O5,Boolean,Software & firmware integrity ,A Process Maturity Assessment evaluates the characteristics of a company's engineering processes to determine their ability to consistently and continuously contribute to the achievement of organisational objectives. ,,1,0,0,100,100,100
S.MLP,operational,S.MLP.O6,Boolean,Information input validation ,A Process Maturity Assessment evaluates the characteristics of a company's engineering processes to determine their ability to consistently and continuously contribute to the achievement of organisational objectives. ,,1,0,0,0,100,100
S.MLP,operational,S.MLP.O7,Boolean,Identify over-provisioned application-based rules ,A Process Maturity Assessment evaluates the characteristics of a company's engineering processes to determine their ability to consistently and continuously contribute to the achievement of organisational objectives. ,,1,0,0,0,0,100
S.MLP,operational,S.MLP.O8,Boolean,Security controls’ Gap analysis conducted  ,"A control gap analysis verifies if there exist issues in controls, i.e. they do not mitigate a risk effectively, or they do not operate efficiently.",,1,0,0,0,0,100
S.FAM,design,S.FAM.D1,Boolean,System capable of specifying Static SoD rules ,"The fundamental idea behind the concept of Segregation of Tasks (SoD) is that no individual or group of employees should be able to create fraudulent or erroneous transactions as part of their routine duties. In the context of user access, a SoD ""ruleset"" is a thorough collection of access combinations that would pose a risk to an organisation if performed by a single user. Each unique access combination is referred to as a ""rule"" of SoD. Separation of duties can be enforced either statically (by defining conflicting roles, i.e., roles which cannot be executed by the same user) or dynamically (by enforcing the control at access time).",,1,0,100,100,,
S.FAM,design,S.FAM.D2,Boolean,System capable of specifying Dynamic SoD rules ,"The fundamental idea behind the concept of Segregation of Tasks (SoD) is that no individual or group of employees should be able to create fraudulent or erroneous transactions as part of their routine duties. In the context of user access, a SoD ""ruleset"" is a thorough collection of access combinations that would pose a risk to an organisation if performed by a single user. Each unique access combination is referred to as a ""rule"" of SoD. Separation of duties can be enforced either statically (by defining conflicting roles, i.e., roles which cannot be executed by the same user) or dynamically (by enforcing the control at access time).",,1,0,0,100,,
S.FAM,design,S.FAM.D3,Boolean,Provision for an entitlement catalogue ,"The entitlement catalogue facilitate the management that grants, resolves, enforces, revokes and administers fine-grained access entitlements (also referred to as “authorizations,” “privileges,” “access rights,” “permissions” and/or “rules”).",,1,0,0,100,,
S.FAM,design,S.FAM.D4,Boolean,Provision to trace each business rule to all its related information ,,,1,0,0,0,,
S.FAM,operational,S.FAM.O1,Boolean,Support for the rule-related requirements of all business and IT stakeholders,,,1,,,,,
S.FAM,operational,S.FAM.O2,Boolean,Asset monitoring and tracking ,,,1,,,,,
S.FAM,operational,S.FAM.O3,Boolean,Information Leakage protection ,,,1,,,,,
S.FAM,operational,S.FAM.O4,Boolean,Safety check(s) to prevent leaking of permissions ,,,1,,,,,
S.VM,design,S.VM.D1,Percentage,Vulnerability potential,The target distribution (TD) metric measures the proportion of vulnerable systems in the environment. ,,1,0,0,0,,
S.VM,design,S.VM.D2,Boolean,Provision for vulnerability scoring system(s),,,1,0,100,100,,
S.VM,design,S.VM.D3,Boolean,Provision for patch management ,Patch management is the process of distributing and applying updates to software.,,1,0,100,100,,
S.VM,design,S.VM.D4,Boolean,Provision for checklists and testing procedures in place ,,,1,0,0,100,,
S.VM,operational,S.VM.O1,Percentage,Residual vulnerability,The target distribution (TD) metric measures the proportion of vulnerable systems in the environment. ,,1,0,0,0,,
S.VM,operational,S.VM.O2,Boolean,Patching management in place ,Patch management is the process of distributing and applying updates to software.,,1,0,100,100,,
S.VM,operational,S.VM.O3,Percentage,Efficacy of controls deployed,%,,1,0,0,100,,
S.VM,operational,S.VM.O4,Percentage,Mean-time-to-detect,"1-3 hours (100%), goes to 0%...10% for each hour above 5",,1,0,0,0,,
S.VM,operational,S.VM.O5,Percentage,Mean-time-to-resolve,"under 5 hours (100%), goes to 0%...10% for each hour above 5",,1,0,0,0,,
S.VM,operational,S.VM.O7,Percentage,% of systems without open high critical vulnerabilities,%,,1,0,50,100,,
S.VM,operational,S.VM.O8,Boolean,CVSS Base Score ,,,1,0,0,0,,
S.RR,design,S.RR.D1,Boolean,Asset registration in place ,"Assets registration programme aims to support the development of an automated, secure data exchange process for registering assets and collecting and gaining access to data on such assets.",MAGERIT methodology,1,0,100,100,,
S.RR,design,S.RR.D2,Percentage,Potential likelihood,Residual impact means an impact that is not eliminated by mitigation.,,1,0,0,0,,
S.RR,design,S.RR.D3,Boolean,Provision for the dependencies between IDMS assets / services ,,,1,0,0,100,,
S.RR,design,S.RR.D4,Boolean,Potential risk identified ,,"ISO27005 InfoSec Risk Management, SP800 37R2 ",1,0,0,100,,
S.RR,design,S.RR.D5,Boolean,Accreditation / certification planned ,Possibility of using system policies to facilitate accreditation/certification,,1,0,0,0,,
S.RR,design,S.RR.D6,Boolean,Provision for Business Impact Assessment (BIA) ,"A business impact analysis (BIA) forecasts the repercussions of a disruption to a business function or process and collects the data necessary to develop recovery strategies. During a risk assessment, potential loss scenarios must be identified.",,1,0,0,0,,
S.RR,design,S.RR.D7,Boolean,Provision for target protection levels ,"Objectives for security, privacy and target protection.",,1,0,0,0,,
S.RR,design,S.RR.D8,Boolean,Establish security objectives ,"Objectives for security, privacy and target protection.",,1,0,0,0,,
S.RR,design,S.RR.D9,Boolean,Establish privacy objectives ,"Objectives for security, privacy and target protection.",,1,0,0,0,,
S.RR,design,S.RR.D10,Boolean,Provision for treatment controls ,,,1,0,0,0,,
S.RR,operational,S.RR.O1,Boolean,Asset Valorisation ,"Assets registration programme aims to support the development of an automated, secure data exchange process for registering assets and collecting and gaining access to data on such assets.",MAGERIT methodology,1,0,100,100,,
S.RR,operational,S.RR.O2,Percentage,Residual degradation,Residual impact means an impact that is not eliminated by mitigation.,,1,0,0,0,,
S.RR,operational,S.RR.O3,Percentage,Residual impact,Residual impact means an impact that is not eliminated by mitigation.,,1,0,0,0,,
S.RR,operational,S.RR.O5,Boolean,Established set of security impact levels ,,"ISO27005 InfoSec Risk Management, SP800 37R2 ",1,0,0,100,,
S.RR,operational,S.RR.O6,Boolean,Accreditation / certification achieved ,Possibility of using system policies to facilitate accreditation/certification,,1,0,0,100,,
S.RR,operational,S.RR.O7,Boolean,Business Impact Assessment (BIA) conducted ,"A business impact analysis (BIA) forecasts the repercussions of a disruption to a business function or process and collects the data necessary to develop recovery strategies. During a risk assessment, potential loss scenarios must be identified.",,1,0,0,0,,
S.RR,operational,S.RR.O8,Boolean,Conformity checks in the absence of treatment controls ,Employment of controls to conduct security risk treatment,,1,0,0,0,,
S.RR,operational,S.RR.O9,Boolean,Asset susceptibility analysis ,,,1,0,0,0,,
S.RR,operational,S.RR.O10,Percentage,Efficacy of controls deployed,"The testing and/or assessment of the management, operational, and technical security controls in an information system to establish the extent to which the measures are correctly installed, performing as intended, and meeting the system's security needs. 
Effectiveness is defined as the extent to which the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security requirements for the system.",,1,0,0,0,,
S.RR,operational,S.RR.O11,Boolean,Conformance with ISO/IEC 15408:2009,Conformance/Compliance to security standards,,1,0,0,0,,
S.RR,operational,S.RR.O12,Boolean,Conformance with ISO 27001:2013,Conformance/Compliance to security standards,,1,0,0,0,,
S.RR,operational,S.RR.O13,Boolean,Conformance with ISO/IEC 15408:2009,Conformance/Compliance to security standards,,1,0,0,0,,
S.RR,operational,S.RR.O14,Boolean,Conformance with ISO/IEC 17030:2003,Conformance/Compliance to security standards,,1,0,0,0,,
S.RR,operational,S.RR.O15,Boolean,Conformance with ITU-T X1208 (01/2014),Conformance/Compliance to security standards,,1,0,0,0,,
S.SC,design,S.SC.D1,Boolean,Provision for communication and protection policies ,"The systems and communications protection policy establishes the rules required to properly establish network segmentation and boundary protection throughout the organisation, as well as the rules required to implement cryptography.  In addition, this policy establishes rules regarding acceptable communication channels and mechanisms to ensure that their authenticity is maintained.",,1,0,100,100,,
S.SC,design,S.SC.D2,Boolean,Directives for boundary protection ,"The systems and communications protection policy establishes the rules required to properly establish network segmentation and boundary protection throughout the organisation, as well as the rules required to implement cryptography.  In addition, this policy establishes rules regarding acceptable communication channels and mechanisms to ensure that their authenticity is maintained.",,1,0,0,100,,
S.SC,design,S.SC.D3,Boolean,Provision for control guidelines in conformance with NIST SP800-53 ,,NIST SP800-53(r4),1,0,0,0,,
S.SC,design,S.SC.D4,Boolean,Provision for Guidelines NIST SP 800-41  ,,"SP 800-41 Rev. 1, Guidelines on Firewalls and Firewall Policy",1,0,0,0,,
S.SC,design,S.SC.D5,Boolean,Provision for Guidelines NIST 800-189                  ,,"NIST Publishes SP 800-189, Resilient Interdomain Traffic Exchange: BGP Security and DDoS Mitigation",1,0,0,0,,
S.SC,design,S.SC.D6,Boolean,Provision for Guidelines NIST 800-77                   ,,Guide to IPsec VPNs,1,0,0,0,,
S.SC,design,S.SC.D7,Boolean,Provision for Guidelines NIST 800-94                      ,,Guide to Intrusion Detection and Prevention Systems (IDPS),1,0,0,0,,
S.SC,design,S.SC.D8,Boolean,Provision for Network control implementation guidelines ISO 27001:2013 ,,,1,0,0,0,,
S.SC,operational,S.SC.O1,Boolean,Application of communication and protection policies ,"The systems and communications protection policy establishes the rules required to properly establish network segmentation and boundary protection throughout the organisation, as well as the rules required to implement cryptography.  In addition, this policy establishes rules regarding acceptable communication channels and mechanisms to ensure that their authenticity is maintained.",,1,0,100,100,,
S.SC,operational,S.SC.O2,Boolean,Network Segmentation established ,"Network segmentation is an architectural approach that divides a network into multiple segments or subnets, each acting as its own small network.",,1,0,0,100,,
S.SC,operational,S.SC.O3,Boolean,Separation of system and user functionality ,Separation of system and user functionality involve isolating administrative interfaces on distinct domains and implementing additional access controls.,,1,0,100,100,,
S.SC,operational,S.SC.O4,Boolean,Segregation of IDMS internal network zones ,,,1,0,0,100,,
S.SC,operational,S.SC.O5,Boolean,DoS Protection  ,,NIST SP 800-61,1,0,0,0,,
S.SC,operational,S.SC.O6,Boolean,Monitor and control communications at the external managed interfaces ,,,1,0,0,0,,
S.SC,operational,S.SC.O7,Boolean,Subnetworks for publicly accessible IDMS components ,,,1,0,0,0,,
S.SC,operational,S.SC.O8,Boolean,Restricted ports policy in Web applications ,,,1,0,0,0,,
S.SC,operational,S.SC.O9,Boolean,Encrypted firewall(s) password ,,,1,0,0,0,,
S.SC,operational,S.SC.O10,Boolean,Application partitioning ,,NIST SP800-53(r4),1,0,0,0,,
S.SC,operational,S.SC.O11,Boolean,Session authenticity ,,NIST SP800-53(r4),1,0,0,0,,
S.SC,operational,S.SC.O12,Boolean,Covert channel analysis ,,NIST SP800-53(r4),1,0,0,0,,
S.SC,operational,S.SC.O13,Boolean,Process isolation ,,NIST SP800-53(r4),1,0,0,0,,
S.SC,operational,S.SC.O14,Boolean,Usage restriction  ,,NIST SP800-53(r4),1,0,0,0,,
P.CDM,design,P.CDM.D1,Boolean,Data is adequate and relevant (the purpose and rational are clear),Data relevance indicates the level of consistency between the content of data and the purpose of the EIDS. ,,1,0,100,100,,
P.CDM,design,P.CDM.D2,Boolean,Data is minimised (boundaries are clearly stated)  ,"According to the ""data minimization"" principle, a data controller should only gather personal data that is directly relevant to and required for the accomplishment of a given goal. Additionally, they should only keep the data for as long as is required to accomplish that goal.",,1,0,0,100,,
P.CDM,operational,P.CDM.O1,Boolean,Pseudo-anonymisation of personal data ,"Pseudonymization is a data management and de-identification process that substitutes one or more synthetic identifiers, or pseudonyms, for personally identifiable information fields inside a data record.",,1,0,0,0,,
P.CDM,operational,P.CDM.O2,Boolean,Deployment of recommendation algorithms  ,"Data quality is a set of abilities to fulfil EIDS goals. Traits include correctness, completeness, consistency, validity, uniqueness, and timeliness.",,1,0,100,100,,
P.CDM,operational,P.CDM.O3,Percentage,% of data assets for which data quality can be validated    ,"Data quality is a set of abilities to fulfil EIDS goals. Traits include correctness, completeness, consistency, validity, uniqueness, and timeliness.",,1,0,50,100,,
P.CDM,operational,P.CDM.O4,Boolean,Timely validation of the provenance of critical and system control data,"The data lineage or provenance includes the data origin, what happens to it, and where it goes over time.",,1,0,100,100,,
P.CDM,operational,P.CDM.O5,Percentage,% of critical and system control data for which provenance can be validated,"The data lineage or provenance includes the data origin, what happens to it, and where it goes over time.",,1,0,0,0,,
P.UC,design,P.UC.D1,Boolean,User consent has been obtained ,User consent is the permission granted by users to a website or organization to proceed with their data collection. ,,1,0,100,100,,
P.UC,design,P.UC.D2,Boolean,Data processing has been declared ,"Data processing is the process of gathering and modifying digital data to create useful information, part of the more generic information processing.",,1,0,0,100,,
P.UC,design,P.UC.D3,Boolean,Provision for the types of processing that require a DPIA ,A procedure to help identify and reduce the risks to data protection is called a data protection impact assessment (DPIA). It is required for processing that poses a significant risk to individuals.,Data Retention and Investigatory Powers Act 2014 ,1,0,0,100,,
P.UC,design,P.UC.D4,Boolean,Provision for Dispute resolution ,"A written agreement that outlines the appropriate course of action in the event of a disclosure is the normal form of dispute settlement. If a dispute arises, the clause can specify the steps that must be taken, including litigation, arbitration, or mediation.",,1,0,0,0,,
P.UC,design,P.UC.D5,Boolean,Training provision for manual verification ,Training provision for manual verification service of documents and the identity of the bearer.,,1,0,0,0,,
P.UC,design,P.UC.D6,Boolean,Criteria for issuing data retention notice ,Factors involved in the criteria considered when releasing data retention notices.,,1,0,0,0,,
P.UC,design,P.UC.D7,Boolean,Requirements for secure data disposal ,"Provision for techniques of data destruction and disposal which are in line with data destruction policies, avoiding to be exposed to cyberattacks. ",,1,0,0,0,,
P.UC,design,P.UC.D8,Boolean,Provision for DRR procedures ,"The frameworks that coordinate risk identification, mitigation, preparedness, and reaction are known as DRR strategies. They frequently have disaster risk assessments as a foundation. ",Data Retention Regulations 2014 – DRR 2014,1,0,0,0,,
P.UC,operational,P.UC.O1,Boolean,Periodic assessment for regulatory conformance of consent policies ,User consent is the permission granted by users to a website or organization to proceed with their data collection. ,,1,0,100,100,,
P.UC,operational,P.UC.O2,Boolean,Consent as a precondition of a service  ,User consent is the permission granted by users to a website or organization to proceed with their data collection. ,,1,0,100,100,,
P.UC,operational,P.UC.O3,Boolean,Compliance with Regulation of Investigatory Powers Act 2000 (RIPA) or Data Retention and Investigatory Powers Act 2014 (DRIPA)  ,A procedure to help identify and reduce the risks to data protection is called a data protection impact assessment (DPIA). It is required for processing that poses a significant risk to individuals.,Data Retention and Investigatory Powers Act 2014 ,1,0,0,100,,
P.UC,operational,P.UC.O4,Boolean,Dispute management system deployed & operationalised,"A written agreement that outlines the appropriate course of action in the event of a disclosure is the normal form of dispute settlement. If a dispute arises, the clause can specify the steps that must be taken, including litigation, arbitration, or mediation.",,1,0,0,0,,
P.UC,operational,P.UC.O5,Boolean,Automated validation and verification of documentation ,Automated validation and verification of documentation ,,1,0,0,0,,
P.UC,operational,P.UC.O7,Boolean,Right to be informed has been enforced ,"When information is acquired directly, the individual must be told as soon as possible, or at the time the information is acquired. Content-wise, the controller must disclose his identity, the contact information of the data protection officer (if one is available), the processing's goals and legal justification, any pursued legitimate interests, the recipients of personal data when it is transmitted, and any plans to transfer personal data to third countries. ",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-le-processing/individual-rights/the-right-to-be-informed/,1,0,0,0,,
P.LAR,design,P.LAR.D1,Boolean,Established protocols for data archiving ,Data archiving is the process of moving data that is no longer actively used to a separate storage device for long-term retention.,,1,0,100,,,
P.LAR,design,P.LAR.D2,Boolean,Provision for compliance with data retention directive(s) ,Data retention defines the policies of persistent data and records management for meeting legal and business data archival requirements.,,1,0,100,,,
P.LAR,operational,P.LAR.O1,Percentage,User retention rate,The percentage of existing users who remain as users after a given period,,1,0,0,,,
P.LAR,operational,P.LAR.O2,Percentage,User churn rate,The percentage of users one acquires and loses soon thereafter,,1,0,0,,,
P.LAR,operational,P.LAR.O3,Percentage,User lifetime value,The total worth to a system of a user over the whole period of their relationship,,1,0,0,,,
P.LAR,operational,P.LAR.O4,Percentage,Repeat user rate,The percentage of users who have made at least two transactions during a certain time period,,1,0,0,,,
P.LAR,operational,P.LAR.O5,Percentage,User participation rate,The percentage of total number of users who are enrolled in a particular EIDMS program,,1,0,0,,,
P.LAR,operational,P.LAR.O6,Percentage,User redemption rate,The percentage of users in a particular EIDMS program actually using the perks that are offered through the program,,1,0,0,,,
P.LAR,operational,P.LAR.O7,Boolean,Compliance with European Data Protection Directive 95/46/EC ,Compliance with European Data Protection Directive 95/46/EC ,https://en.wikipedia.org/wiki/Data_Protection_Directive,1,0,100,,,
P.RIP,design,P.RIP.D1,Boolean,Provision for Combined Remote identity proofing methods ,,,1,0,100,,,
P.RIP,design,P.RIP.D2,Boolean,Provision for non-predictable registration officers’ pool  ,,,1,0,100,,,
P.RIP,design,P.RIP.D3,Boolean,Confirmation that the presented identity information is valid ,,,1,0,0,,,
P.RIP,design,P.RIP.D4,Boolean,Confirmation that a valid identity is associated with the correct individual ,,,1,0,100,,,
P.RIP,design,P.RIP.D5,Boolean,provision for baseline attributes required to obtain the highest possible percentage of coverage,,,1,0,100,,,
P.RIP,design,P.RIP.D6,Boolean,Obligations and rights of participants documented ,,,1,0,100,,,
P.RIP,operational,P.RIP.O1,Boolean,ZKP deployed ,"A zero-knowledge proof (ZKP), also known as a zero-knowledge protocol, is a way for one party—the prover—to convince another—the verifier—that a particular statement is true while withholding all information other than the fact that the statement is true.",,1,0,0,,,
P.RIP,operational,P.RIP.O2,Boolean,Evidence of continuous monitoring ,,,1,0,0,,,
P.RIP,operational,P.RIP.O3,Boolean,Evidence of periodic vetting of operators ,,,1,0,0,,,
P.RIP,operational,P.RIP.O4,Boolean,Baseline assessment for the validity of identity proofs ,,,1,0,100,,,
P.RIP,operational,P.RIP.O5,Boolean,Validation of the existence of claimed identity overall period of time ,,,1,0,100,,,
P.RIP,operational,P.RIP.O6,Boolean,Introduction of “randomness” in identity proofing processes  ,,,1,0,100,,,
P.UL,design,P.UL.D1,Boolean,DUL statements per consent group defined,,,1,0,100,100,,
P.UL,design,P.UL.D2,Boolean,Purpose(s) for processing defined in privacy information,,,1,0,0,100,,
P.UL,operational,P.UL.O1,Boolean,User data collection procedure compliant with documentation obligations to specify EIDMS’s purpose(s),,,1,0,0,0,,
P.UL,operational,P.UL.O2,Boolean,Monitoring of changes in data collection purpose(s),,,1,0,0,100,,
P.UL,operational,P.UL.O3,Boolean,Change of purpose compatible with initial purpose ,,,1,0,100,100,,
P.UL,operational,P.UL.O4,Boolean,Consent for new purpose has been obtained,,,1,0,0,100,,
P.IDA,design,P.IDA.D1,Boolean,Provision for removing duplicate and false ID records / attributes,Valid ID data in the database.,,1,0,100,100,,
P.IDA,design,P.IDA.D2,Boolean,Provision for ID revocation,,,1,0,100,100,,
P.IDA,design,P.IDA.D3,Boolean,Provision for updating and re-proofing identity attributes that change over time,,,1,0,0,100,,
P.IDA,design,P.IDA.D4,Boolean,Provision for detecting insufficient distribution of revocation lists to distributed services  ,,,1,0,100,100,,
P.IDA,design,P.IDA.D5,Boolean,Controlled and consistent ID attribute data ingest processes defined,,,1,0,0,0,,
P.IDA,operational,P.IDA.O1,Percentage,Ratio of true data to erroneous data in the database,%,,1,0,0,0,,
P.IDA,operational,P.IDA.O2,Boolean,Attribute-based encryption applied,"A form of public-key encryption called attribute-based encryption depends on attributes to determine both the ciphertext and the user's secret key (e.g. the country in which they live, or the kind of subscription they have). In such a system, a ciphertext can only be decrypted if the user key's set of attributes coincides with those of the ciphertext.",,1,0,100,100,,
P.IDA,operational,P.IDA.O3,Boolean,Privileged Identity Management (PIM) services deployed,"Privileged Identity Management (PIM) is a service that enables the management, the control, and monitoring of the access to important resources in the organization.",,1,0,100,100,,
P.IDA,operational,P.IDA.O4,Boolean,Inter-directory provisioning,"Inter-directory provisioning is provisioning an identity between two different directory services systems, that is a shared information infrastructure, that is used for locating, managing, administering, and organizing items and network resources.",,1,0,0,0,,
P.IDA,operational,P.IDA.O5,Boolean,All data mapped to corresponding metadata,,,1,0,0,100,,
P.IDA,operational,P.IDA.O6,Boolean,Conformance with GDPR,,,1,0,0,100,,
P.TIP,design,P.TIP.D2,Boolean,Provision for user profile sanitisation processes,,,1,0,100,,,
P.TIP,design,P.TIP.D3,Boolean,Provision for referential identity graphs ,"An identity graph provides a single unified view of users based on their interactions with the systems, via a set of devices and identifiers.",,1,0,100,,,
P.TIP,design,P.TIP.D4,Boolean,Provision for an in-build record management system,Records management systems keep an accurate archive of the various happenings and transactions within EIDS and is able to provide evidence of policies and procedures in place.,,1,0,100,,,
P.TIP,operational,P.TIP.O2,Boolean,Log data correlation,"Log correlation scans incoming logs for logical patterns, and values to spot occurrences that individual systems are unable to see. They are able to carry out analysis that would otherwise be done repeatedly by humans. ",,1,0,100,,,
P.PIA,design,P.PIA.D1,Boolean,Provision for a DPIA policy and review processes,"You can identify and reduce a project's data protection risks by doing a data protection impact assessment (DPIA). For processing that poses a significant risk to people, a DPIA is required. This contains a few particular categories of processing.",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/accountability-and-governance/data-protection-impact-assessments/,1,0,100,100,100,
P.PIA,design,P.PIA.D2,Boolean,Identification of all stakeholder categories,,,1,0,0,100,100,
P.PIA,design,P.PIA.D3,Boolean,Provision for relevant privacy risk scoring techniques,,,1,0,0,0,100,
P.PIA,design,P.PIA.D4,Boolean,Privacy risk register present,"A privacy risk register is a solution that allows you to compile, record, monitor, and manage all of your data protection, information security, and privacy concerns in one location.",,1,0,0,0,100,
P.PIA,design,P.PIA.D5,Boolean,Applicability of the guidance document,,,1,0,0,0,100,
P.PIA,design,P.PIA.D6,Boolean,Commencement of PIA at the design stage ,,,1,0,100,100,100,
